Date,Instagram Ad Campaign,Instagram Ad Views,Instagram Ad Clicks,Instagram Ad Conversions,Cost per Instagram Ad  ,Instagram Click-Through Rate (Clicks / View),Instagram Conversion Rate (Conversions / Clicks),Instagram Cost per Click (Ad Cost / Clicks)  ,AdWords Ad Campaign,AdWords Ad Views,AdWords Ad Clicks,AdWords Ad Conversions,Cost per AdWords Ad  ,AdWords Click-Through Rate (Clicks / View),AdWords Conversion Rate (Conversions / Click),AdWords Cost per Click (Ad Cost / Clicks)  
6/9/2024,IG_Jun24,1719,29,11,€ 71.00,1.66%,37.54%,€ 2.48,AW_Jun24,3773,85,5,€ 174.00,2.25%,6.18%,€ 2.05
6/10/2024,IG_Jun24,1868,44,10,€ 144.00,2.34%,22.28%,€ 3.29,AW_Jun24,4899,53,7,€ 121.00,1.08%,12.53%,€ 2.27
6/11/2024,IG_Jun24,1799,40,13,€ 57.00,2.21%,32.59%,€ 1.43,AW_Jun24,4545,80,6,€ 119.00,1.76%,7.50%,€ 1.49
6/12/2024,IG_Jun24,3055,50,13,€ 88.00,1.65%,25.95%,€ 1.75,AW_Jun24,4247,54,8,€ 184.00,1.27%,14.26%,€ 3.41
6/13/2024,IG_Jun24,2095,31,9,€ 82.00,1.48%,29.65%,€ 2.63,AW_Jun24,3874,59,4,€ 128.00,1.53%,6.69%,€ 2.16
6/14/2024,IG_Jun24,2673,33,9,€ 56.00,1.23%,26.10%,€ 1.70,AW_Jun24,4456,40,4,€ 188.00,0.90%,10.00%,€ 4.70
6/15/2024,IG_Jun24,1527,39,11,€ 56.00,2.57%,27.63%,€ 1.42,AW_Jun24,5318,75,9,€ 189.00,1.41%,11.65%,€ 2.51
6/16/2024,IG_Jun24,1505,54,16,€ 63.00,3.58%,29.29%,€ 1.17,AW_Jun24,4854,53,8,€ 113.00,1.08%,14.52%,€ 2.14
6/17/2024,IG_Jun24,1377,54,14,€ 89.00,3.88%,25.61%,€ 1.67,AW_Jun24,5654,84,7,€ 186.00,1.48%,8.58%,€ 2.22
6/18/2024,IG_Jun24,2314,30,7,€ 79.00,1.30%,23.33%,€ 2.64,AW_Jun24,5237,78,9,€ 109.00,1.49%,11.43%,€ 1.40
6/19/2024,IG_Jun24,1944,58,17,€ 104.00,2.97%,28.65%,€ 1.80,AW_Jun24,5277,76,6,€ 91.00,1.44%,7.63%,€ 1.20
6/20/2024,IG_Jun24,2416,36,10,€ 83.00,1.47%,28.45%,€ 2.34,AW_Jun24,5313,67,8,€ 174.00,1.25%,12.51%,€ 2.61
6/21/2024,IG_Jun24,1709,34,10,€ 134.00,1.98%,28.88%,€ 3.95,AW_Jun24,5146,80,6,€ 168.00,1.56%,7.50%,€ 2.10
6/22/2024,IG_Jun24,1257,33,9,€ 132.00,2.64%,26.02%,€ 3.97,AW_Jun24,4438,52,5,€ 104.00,1.18%,8.82%,€ 1.99
6/23/2024,IG_Jun24,1974,53,12,€ 58.00,2.68%,21.89%,€ 1.10,AW_Jun24,4037,50,7,€ 100.00,1.25%,12.94%,€ 1.99
6/24/2024,IG_Jun24,1796,48,12,€ 102.00,2.68%,24.16%,€ 2.12,AW_Jun24,3833,71,5,€ 180.00,1.86%,6.40%,€ 2.52
6/25/2024,IG_Jun24,2523,40,9,€ 52.00,1.59%,22.50%,€ 1.31,AW_Jun24,5032,50,4,€ 168.00,1.00%,6.98%,€ 3.34
6/26/2024,IG_Jun24,1941,39,9,€ 87.00,1.99%,22.59%,€ 2.25,AW_Jun24,4981,81,9,€ 130.00,1.62%,11.18%,€ 1.61
6/27/2024,IG_Jun24,2287,34,12,€ 84.00,1.48%,34.79%,€ 2.50,AW_Jun24,4790,65,5,€ 105.00,1.35%,8.10%,€ 1.63
6/28/2024,IG_Jun24,1951,46,11,€ 129.00,2.33%,24.40%,€ 2.83,AW_Jun24,4683,48,7,€ 149.00,1.02%,15.50%,€ 3.13
6/29/2024,IG_Jun24,1937,55,13,€ 48.00,2.81%,23.67%,€ 0.89,AW_Jun24,4284,54,6,€ 161.00,1.25%,10.60%,€ 3.01
6/30/2024,IG_Jul24,1265,42,10,€ 68.00,3.32%,24.76%,€ 1.62,AW_Jul24,4557,75,7,€ 160.00,1.65%,9.00%,€ 2.13
7/1/2024,IG_Jul24,1527,31,7,€ 62.00,2.02%,23.25%,€ 2.01,AW_Jul24,5740,74,8,€ 81.00,1.29%,10.39%,€ 1.09
7/2/2024,IG_Jul24,1824,30,7,€ 95.00,1.63%,23.37%,€ 3.19,AW_Jul24,3823,85,6,€ 110.00,2.22%,7.36%,€ 1.30
7/3/2024,IG_Jul24,1372,47,12,€ 119.00,3.41%,26.41%,€ 2.55,AW_Jul24,5207,54,6,€ 161.00,1.03%,10.61%,€ 3.00
7/4/2024,IG_Jul24,2338,40,13,€ 41.00,1.69%,32.66%,€ 1.04,AW_Jul24,4209,43,7,€ 129.00,1.03%,16.59%,€ 2.99
7/5/2024,IG_Jul24,1534,33,10,€ 98.00,2.17%,29.01%,€ 2.94,AW_Jul24,4804,54,6,€ 178.00,1.13%,10.51%,€ 3.27
7/6/2024,IG_Jul24,1280,46,12,€ 134.00,3.60%,26.51%,€ 2.90,AW_Jul24,4571,54,8,€ 111.00,1.19%,14.20%,€ 2.05
7/7/2024,IG_Jul24,2105,53,15,€ 131.00,2.51%,27.58%,€ 2.48,AW_Jul24,4378,55,5,€ 137.00,1.26%,8.64%,€ 2.50
7/8/2024,IG_Jul24,3075,39,11,€ 43.00,1.28%,27.63%,€ 1.09,AW_Jul24,3838,57,7,€ 134.00,1.48%,12.03%,€ 2.35
7/9/2024,IG_Jul24,1153,56,12,€ 136.00,4.89%,21.77%,€ 2.41,AW_Jul24,4386,49,4,€ 173.00,1.11%,9.12%,€ 3.57
7/10/2024,IG_Jul24,2001,55,12,€ 103.00,2.76%,21.81%,€ 1.86,AW_Jul24,4706,79,8,€ 109.00,1.68%,10.06%,€ 1.38
7/11/2024,IG_Jul24,2756,39,11,€ 64.00,1.40%,27.79%,€ 1.66,AW_Jul24,5673,80,7,€ 150.00,1.41%,8.75%,€ 1.88
7/12/2024,IG_Jul24,3147,50,14,€ 103.00,1.60%,27.97%,€ 2.05,AW_Jul24,4286,47,3,€ 132.00,1.11%,7.11%,€ 2.79
7/13/2024,IG_Jul24,1050,27,6,€ 114.00,2.61%,23.65%,€ 4.14,AW_Jul24,5220,73,5,€ 109.00,1.40%,6.37%,€ 1.49
7/14/2024,IG_Jul24,2930,65,18,€ 47.00,2.23%,27.66%,€ 0.71,AW_Jul24,5045,46,4,€ 169.00,0.90%,9.38%,€ 3.70
7/15/2024,IG_Jul24,2578,54,12,€ 76.00,2.11%,21.84%,€ 1.40,AW_Jul24,3857,67,7,€ 187.00,1.75%,10.93%,€ 2.77
7/16/2024,IG_Jul24,2237,56,15,€ 52.00,2.51%,27.12%,€ 0.93,AW_Jul24,4357,72,6,€ 117.00,1.66%,7.76%,€ 1.62
7/17/2024,IG_Jul24,3213,36,10,€ 87.00,1.12%,28.33%,€ 2.41,AW_Jul24,5160,81,9,€ 190.00,1.57%,11.18%,€ 2.34
7/18/2024,IG_Jul24,2241,30,10,€ 135.00,1.33%,33.47%,€ 4.53,AW_Jul24,4220,38,7,€ 79.00,0.90%,18.19%,€ 2.09
7/19/2024,IG_Jul24,2925,62,17,€ 59.00,2.11%,28.12%,€ 0.95,AW_Jul24,4253,41,4,€ 131.00,0.97%,9.85%,€ 3.17
7/20/2024,IG_Jul24,1254,36,10,€ 88.00,2.85%,28.38%,€ 2.45,AW_Jul24,4642,78,5,€ 110.00,1.68%,6.28%,€ 1.41
7/21/2024,IG_Jul24,1374,54,13,€ 93.00,3.92%,23.72%,€ 1.73,AW_Jul24,5143,75,5,€ 103.00,1.47%,6.33%,€ 1.36
7/22/2024,IG_Jul24,2658,60,13,€ 109.00,2.27%,21.66%,€ 1.80,AW_Jul24,4239,56,6,€ 81.00,1.33%,10.34%,€ 1.44
7/23/2024,IG_Jul24,1200,49,11,€ 112.00,4.08%,22.04%,€ 2.29,AW_Jul24,4867,57,8,€ 172.00,1.17%,13.78%,€ 3.03
7/24/2024,IG_Jul24,2663,64,17,€ 47.00,2.39%,26.29%,€ 0.74,AW_Jul24,4885,53,6,€ 119.00,1.08%,10.71%,€ 2.26
7/25/2024,IG_Jul24,2922,42,13,€ 69.00,1.43%,31.99%,€ 1.66,AW_Jul24,4790,74,7,€ 130.00,1.55%,9.04%,€ 1.75
7/26/2024,IG_Jul24,2344,60,13,€ 100.00,2.55%,21.68%,€ 1.67,AW_Jul24,5166,75,7,€ 181.00,1.45%,9.01%,€ 2.41
7/27/2024,IG_Jul24,1102,40,13,€ 74.00,3.66%,32.41%,€ 1.83,AW_Jul24,4893,78,9,€ 83.00,1.59%,11.41%,€ 1.06
7/28/2024,IG_Jul24,2187,38,12,€ 83.00,1.73%,30.58%,€ 2.21,AW_Jul24,4290,37,3,€ 167.00,0.86%,7.70%,€ 4.51
7/29/2024,IG_Jul24,2451,46,12,€ 106.00,1.86%,26.56%,€ 2.33,AW_Jul24,4601,78,8,€ 176.00,1.69%,10.14%,€ 2.27
7/30/2024,IG_Jul24,1650,51,14,€ 44.00,3.08%,27.87%,€ 0.86,AW_Jul24,5272,83,8,€ 155.00,1.57%,9.83%,€ 1.87
7/31/2024,IG_Aug24,1275,66,16,€ 119.00,5.15%,24.57%,€ 1.81,AW_Aug24,4461,41,6,€ 111.00,0.92%,14.72%,€ 2.70
8/1/2024,IG_Aug24,2042,53,13,€ 50.00,2.58%,23.80%,€ 0.95,AW_Aug24,5586,59,8,€ 115.00,1.06%,13.44%,€ 1.94
8/2/2024,IG_Aug24,2717,35,8,€ 57.00,1.27%,22.89%,€ 1.64,AW_Aug24,5567,68,6,€ 185.00,1.22%,9.42%,€ 2.73
8/3/2024,IG_Aug24,1862,23,10,€ 79.00,1.25%,41.46%,€ 3.40,AW_Aug24,4683,62,5,€ 102.00,1.32%,8.23%,€ 1.64
8/4/2024,IG_Aug24,2589,33,8,€ 112.00,1.29%,23.00%,€ 3.36,AW_Aug24,5624,46,3,€ 121.00,0.81%,7.19%,€ 2.66
8/5/2024,IG_Aug24,2310,55,15,€ 138.00,2.40%,27.22%,€ 2.48,AW_Aug24,4099,88,9,€ 88.00,2.14%,10.70%,€ 1.00
8/6/2024,IG_Aug24,1437,58,14,€ 66.00,4.00%,23.48%,€ 1.15,AW_Aug24,4422,42,7,€ 134.00,0.95%,16.86%,€ 3.17
8/7/2024,IG_Aug24,2951,36,11,€ 122.00,1.20%,31.27%,€ 3.45,AW_Aug24,4143,54,7,€ 141.00,1.31%,12.37%,€ 2.60
8/8/2024,IG_Aug24,3014,42,12,€ 68.00,1.39%,29.57%,€ 1.62,AW_Aug24,3894,46,3,€ 112.00,1.18%,7.18%,€ 2.44
8/9/2024,IG_Aug24,1080,52,14,€ 52.00,4.82%,27.68%,€ 1.00,AW_Aug24,4560,57,5,€ 158.00,1.25%,8.50%,€ 2.76
8/10/2024,IG_Aug24,3041,35,10,€ 53.00,1.16%,28.47%,€ 1.49,AW_Aug24,4027,50,3,€ 142.00,1.23%,7.01%,€ 2.87
8/11/2024,IG_Aug24,2382,34,8,€ 92.00,1.41%,22.98%,€ 2.73,AW_Aug24,3938,62,6,€ 137.00,1.58%,9.83%,€ 2.20
8/12/2024,IG_Aug24,2502,45,12,€ 91.00,1.81%,26.61%,€ 2.01,AW_Aug24,4494,85,8,€ 181.00,1.89%,9.72%,€ 2.13
8/13/2024,IG_Aug24,2387,26,9,€ 54.00,1.10%,35.21%,€ 2.06,AW_Aug24,5670,81,5,€ 155.00,1.42%,6.24%,€ 1.92
8/14/2024,IG_Aug24,2664,23,7,€ 72.00,0.87%,28.58%,€ 3.10,AW_Aug24,5513,41,3,€ 165.00,0.74%,7.44%,€ 4.01
8/15/2024,IG_Aug24,2215,56,16,€ 46.00,2.52%,28.96%,€ 0.83,AW_Aug24,3782,76,9,€ 101.00,2.01%,11.57%,€ 1.32
8/16/2024,IG_Aug24,1691,47,10,€ 127.00,2.76%,22.15%,€ 2.73,AW_Aug24,3755,66,7,€ 121.00,1.77%,11.02%,€ 1.82
8/17/2024,IG_Aug24,1422,51,13,€ 78.00,3.56%,25.93%,€ 1.55,AW_Aug24,4561,70,6,€ 122.00,1.53%,9.31%,€ 1.76
8/18/2024,IG_Aug24,3175,34,8,€ 111.00,1.06%,22.98%,€ 3.30,AW_Aug24,5185,68,5,€ 186.00,1.30%,7.96%,€ 2.75
8/19/2024,IG_Aug24,3119,59,14,€ 69.00,1.88%,23.41%,€ 1.18,AW_Aug24,5509,61,4,€ 116.00,1.11%,6.64%,€ 1.91
8/20/2024,IG_Aug24,1865,41,11,€ 54.00,2.21%,27.26%,€ 1.30,AW_Aug24,5625,32,4,€ 182.00,0.57%,11.22%,€ 5.65
8/21/2024,IG_Aug24,1754,40,9,€ 85.00,2.26%,22.52%,€ 2.14,AW_Aug24,4636,47,7,€ 84.00,1.01%,15.65%,€ 1.80
8/22/2024,IG_Aug24,2584,35,11,€ 37.00,1.37%,31.30%,€ 1.06,AW_Aug24,4380,43,6,€ 113.00,0.98%,14.35%,€ 2.64
8/23/2024,IG_Aug24,2656,40,12,€ 91.00,1.51%,29.98%,€ 2.27,AW_Aug24,4973,42,7,€ 184.00,0.84%,16.95%,€ 4.39
8/24/2024,IG_Aug24,2428,29,10,€ 106.00,1.19%,33.84%,€ 3.67,AW_Aug24,4962,63,7,€ 150.00,1.27%,11.35%,€ 2.38
8/25/2024,IG_Aug24,1062,28,9,€ 83.00,2.66%,30.64%,€ 2.93,AW_Aug24,5286,71,7,€ 186.00,1.33%,9.25%,€ 2.63
8/26/2024,IG_Aug24,3014,51,15,€ 52.00,1.69%,29.82%,€ 1.02,AW_Aug24,4979,69,7,€ 136.00,1.38%,10.84%,€ 1.98
8/27/2024,IG_Aug24,1450,41,10,€ 107.00,2.84%,24.85%,€ 2.60,AW_Aug24,4919,57,8,€ 83.00,1.16%,13.80%,€ 1.47
8/28/2024,IG_Aug24,2301,32,8,€ 74.00,1.39%,26.27%,€ 2.32,AW_Aug24,5183,58,6,€ 186.00,1.12%,10.15%,€ 3.20
8/29/2024,IG_Aug24,2739,39,11,€ 50.00,1.41%,27.79%,€ 1.30,AW_Aug24,4772,39,3,€ 132.00,0.81%,7.58%,€ 3.39
8/30/2024,IG_Aug24,3186,63,15,€ 98.00,1.98%,23.16%,€ 1.54,AW_Aug24,5565,81,6,€ 174.00,1.46%,7.47%,€ 2.15
8/31/2024,IG_Sep24,1764,42,10,€ 107.00,2.36%,24.80%,€ 2.58,AW_Sep24,4179,80,9,€ 92.00,1.91%,11.25%,€ 1.15
9/1/2024,IG_Sep24,3175,51,13,€ 93.00,1.60%,25.89%,€ 1.83,AW_Sep24,4322,48,7,€ 164.00,1.12%,15.33%,€ 3.39
9/2/2024,IG_Sep24,2836,29,7,€ 131.00,1.02%,23.47%,€ 4.55,AW_Sep24,3820,74,8,€ 87.00,1.94%,10.39%,€ 1.17
9/3/2024,IG_Sep24,1227,63,18,€ 136.00,5.12%,27.96%,€ 2.16,AW_Sep24,4276,53,7,€ 144.00,1.24%,12.53%,€ 2.71
9/4/2024,IG_Sep24,2160,33,11,€ 79.00,1.51%,32.27%,€ 2.42,AW_Sep24,4407,52,5,€ 151.00,1.17%,8.88%,€ 2.93
9/5/2024,IG_Sep24,2241,56,15,€ 43.00,2.51%,27.10%,€ 0.76,AW_Sep24,4311,82,7,€ 175.00,1.90%,8.66%,€ 2.14
9/6/2024,IG_Sep24,2122,54,16,€ 59.00,2.55%,29.23%,€ 1.09,AW_Sep24,5480,57,4,€ 89.00,1.04%,6.75%,€ 1.55
9/7/2024,IG_Sep24,2589,37,11,€ 48.00,1.42%,30.87%,€ 1.30,AW_Sep24,5678,48,3,€ 148.00,0.84%,7.10%,€ 3.10
9/8/2024,IG_Sep24,3038,60,13,€ 64.00,1.98%,21.66%,€ 1.07,AW_Sep24,4637,80,9,€ 125.00,1.72%,11.27%,€ 1.57
9/9/2024,IG_Sep24,3091,56,15,€ 43.00,1.82%,27.13%,€ 0.76,AW_Sep24,5245,45,7,€ 140.00,0.85%,16.19%,€ 3.14
9/10/2024,IG_Sep24,1970,65,18,€ 120.00,3.27%,27.75%,€ 1.86,AW_Sep24,4046,56,8,€ 153.00,1.37%,14.01%,€ 2.76
9/11/2024,IG_Sep24,2874,33,9,€ 60.00,1.14%,26.12%,€ 1.82,AW_Sep24,3804,44,6,€ 112.00,1.16%,14.07%,€ 2.55
9/12/2024,IG_Sep24,1478,40,9,€ 130.00,2.72%,22.49%,€ 3.23,AW_Sep24,4080,70,4,€ 124.00,1.70%,6.44%,€ 1.78
9/13/2024,IG_Sep24,1534,44,12,€ 72.00,2.89%,26.77%,€ 1.63,AW_Sep24,4955,64,5,€ 178.00,1.29%,8.13%,€ 2.78
9/14/2024,IG_Sep24,2764,30,10,€ 128.00,1.10%,33.20%,€ 4.23,AW_Sep24,5355,65,4,€ 78.00,1.21%,6.54%,€ 1.20
9/15/2024,IG_Sep24,1667,43,13,€ 107.00,2.59%,29.28%,€ 2.47,AW_Sep24,4012,61,8,€ 136.00,1.53%,13.17%,€ 2.21
9/16/2024,IG_Sep24,2563,56,14,€ 66.00,2.17%,25.39%,€ 1.18,AW_Sep24,5225,84,5,€ 192.00,1.60%,6.19%,€ 2.29
9/17/2024,IG_Sep24,2158,53,15,€ 116.00,2.44%,27.60%,€ 2.21,AW_Sep24,4810,78,7,€ 142.00,1.63%,8.83%,€ 1.81
9/18/2024,IG_Sep24,2958,57,14,€ 86.00,1.94%,25.24%,€ 1.49,AW_Sep24,4777,78,6,€ 123.00,1.64%,7.56%,€ 1.58
9/19/2024,IG_Sep24,2322,57,14,€ 48.00,2.44%,25.29%,€ 0.85,AW_Sep24,4938,44,5,€ 109.00,0.89%,11.83%,€ 2.48
9/20/2024,IG_Sep24,1188,38,9,€ 127.00,3.17%,22.65%,€ 3.36,AW_Sep24,5430,51,7,€ 137.00,0.93%,12.89%,€ 2.70
9/21/2024,IG_Sep24,2971,36,8,€ 118.00,1.23%,22.75%,€ 3.23,AW_Sep24,5534,60,8,€ 144.00,1.09%,13.31%,€ 2.39
9/22/2024,IG_Sep24,2024,34,8,€ 113.00,1.67%,22.96%,€ 3.36,AW_Sep24,4264,78,6,€ 191.00,1.83%,7.56%,€ 2.45
9/23/2024,IG_Sep24,1813,36,12,€ 104.00,1.96%,34.04%,€ 2.92,AW_Sep24,4363,75,9,€ 182.00,1.73%,11.63%,€ 2.41
9/24/2024,IG_Sep24,3081,47,12,€ 130.00,1.51%,26.45%,€ 2.79,AW_Sep24,4354,58,5,€ 168.00,1.34%,8.43%,€ 2.88
9/25/2024,IG_Sep24,2719,57,16,€ 56.00,2.08%,28.83%,€ 1.00,AW_Sep24,5484,65,8,€ 91.00,1.18%,12.72%,€ 1.40
9/26/2024,IG_Sep24,1665,62,17,€ 71.00,3.71%,28.09%,€ 1.15,AW_Sep24,5190,66,4,€ 153.00,1.27%,6.52%,€ 2.33
9/27/2024,IG_Sep24,1576,30,8,€ 55.00,1.90%,26.67%,€ 1.82,AW_Sep24,3961,81,6,€ 125.00,2.04%,7.48%,€ 1.55
9/28/2024,IG_Sep24,2437,61,16,€ 115.00,2.49%,26.60%,€ 1.89,AW_Sep24,3950,38,4,€ 177.00,0.96%,10.26%,€ 4.67
9/29/2024,IG_Sep24,2860,52,14,€ 57.00,1.81%,27.71%,€ 1.10,AW_Sep24,4488,60,6,€ 134.00,1.33%,10.01%,€ 2.24
9/30/2024,IG_Oct24,2145,62,17,€ 60.00,2.91%,28.03%,€ 0.97,AW_Oct24,5320,53,6,€ 118.00,1.00%,10.63%,€ 2.21
10/1/2024,IG_Oct24,3218,56,12,€ 119.00,1.73%,21.79%,€ 2.14,AW_Oct24,5026,71,7,€ 150.00,1.42%,9.21%,€ 2.10
10/2/2024,IG_Oct24,1641,58,16,€ 94.00,3.56%,26.85%,€ 1.62,AW_Oct24,5053,50,7,€ 180.00,1.00%,12.94%,€ 3.57
10/3/2024,IG_Oct24,2525,69,19,€ 82.00,2.72%,27.27%,€ 1.19,AW_Oct24,4484,43,5,€ 92.00,0.95%,12.03%,€ 2.16
10/4/2024,IG_Oct24,2496,57,13,€ 122.00,2.28%,23.52%,€ 2.16,AW_Oct24,5098,77,5,€ 95.00,1.52%,6.29%,€ 1.22
10/5/2024,IG_Oct24,1707,25,9,€ 115.00,1.49%,35.75%,€ 4.53,AW_Oct24,5652,40,5,€ 185.00,0.71%,12.47%,€ 4.62
10/6/2024,IG_Oct24,2237,35,9,€ 113.00,1.57%,25.70%,€ 3.22,AW_Oct24,3906,70,6,€ 129.00,1.78%,9.30%,€ 1.85
10/7/2024,IG_Oct24,3106,42,9,€ 48.00,1.34%,22.40%,€ 1.16,AW_Oct24,4218,71,7,€ 143.00,1.69%,9.20%,€ 2.00
10/8/2024,IG_Oct24,2815,55,15,€ 62.00,1.95%,27.29%,€ 1.14,AW_Oct24,4545,66,5,€ 162.00,1.45%,8.04%,€ 2.46
10/9/2024,IG_Oct24,1916,36,11,€ 53.00,1.87%,31.14%,€ 1.47,AW_Oct24,4817,80,6,€ 168.00,1.66%,7.50%,€ 2.09
10/10/2024,IG_Oct24,1656,28,8,€ 106.00,1.67%,27.22%,€ 3.83,AW_Oct24,4758,43,6,€ 99.00,0.90%,14.31%,€ 2.31
10/11/2024,IG_Oct24,3055,39,10,€ 57.00,1.27%,25.14%,€ 1.46,AW_Oct24,4744,50,4,€ 82.00,1.05%,9.02%,€ 1.66
10/12/2024,IG_Oct24,2107,36,8,€ 122.00,1.71%,22.78%,€ 3.38,AW_Oct24,5185,89,6,€ 164.00,1.71%,7.25%,€ 1.84
10/13/2024,IG_Oct24,2876,58,13,€ 134.00,2.01%,21.73%,€ 2.32,AW_Oct24,5002,68,8,€ 104.00,1.37%,12.30%,€ 1.53
10/14/2024,IG_Oct24,2093,44,11,€ 114.00,2.12%,24.50%,€ 2.56,AW_Oct24,5443,52,4,€ 153.00,0.96%,6.91%,€ 2.93
10/15/2024,IG_Oct24,1829,51,12,€ 81.00,2.77%,23.95%,€ 1.61,AW_Oct24,3920,51,8,€ 87.00,1.31%,14.76%,€ 1.70
10/16/2024,IG_Oct24,1268,46,14,€ 51.00,3.64%,30.85%,€ 1.11,AW_Oct24,5167,40,7,€ 104.00,0.78%,17.45%,€ 2.58
10/17/2024,IG_Oct24,1291,51,11,€ 124.00,3.96%,21.96%,€ 2.43,AW_Oct24,5279,40,3,€ 110.00,0.76%,7.50%,€ 2.76
10/18/2024,IG_Oct24,2031,53,13,€ 120.00,2.60%,23.80%,€ 2.27,AW_Oct24,3751,50,5,€ 139.00,1.35%,8.96%,€ 2.76
10/19/2024,IG_Oct24,2565,49,13,€ 126.00,1.91%,26.11%,€ 2.56,AW_Oct24,3800,65,5,€ 88.00,1.71%,8.09%,€ 1.35
10/20/2024,IG_Oct24,2765,65,16,€ 92.00,2.36%,24.60%,€ 1.41,AW_Oct24,4981,47,7,€ 109.00,0.95%,15.55%,€ 2.30
10/21/2024,IG_Oct24,1654,63,18,€ 43.00,3.80%,27.96%,€ 0.68,AW_Oct24,5566,77,5,€ 74.00,1.39%,6.30%,€ 0.96
10/22/2024,IG_Oct24,2006,70,17,€ 99.00,3.48%,24.29%,€ 1.41,AW_Oct24,5283,55,6,€ 99.00,1.05%,10.42%,€ 1.79
10/23/2024,IG_Oct24,2372,43,11,€ 89.00,1.80%,24.69%,€ 2.09,AW_Oct24,5473,74,6,€ 193.00,1.35%,7.70%,€ 2.60
10/24/2024,IG_Oct24,1932,46,13,€ 84.00,2.40%,28.64%,€ 1.82,AW_Oct24,4361,76,8,€ 153.00,1.75%,10.25%,€ 2.01
10/25/2024,IG_Oct24,2905,62,13,€ 124.00,2.15%,21.60%,€ 1.98,AW_Oct24,5096,52,8,€ 149.00,1.03%,14.57%,€ 2.85
10/26/2024,IG_Oct24,1429,56,12,€ 124.00,3.95%,21.77%,€ 2.20,AW_Oct24,4569,67,7,€ 77.00,1.47%,10.94%,€ 1.14
10/27/2024,IG_Oct24,1618,54,16,€ 126.00,3.34%,29.24%,€ 2.33,AW_Oct24,3770,48,4,€ 144.00,1.29%,9.13%,€ 2.97
10/28/2024,IG_Oct24,1476,34,10,€ 130.00,2.32%,28.77%,€ 3.81,AW_Oct24,4597,63,7,€ 82.00,1.37%,11.35%,€ 1.30
10/29/2024,IG_Oct24,2399,64,18,€ 70.00,2.65%,27.86%,€ 1.11,AW_Oct24,4576,54,6,€ 179.00,1.17%,10.60%,€ 3.34
10/30/2024,IG_Oct24,2902,64,18,€ 85.00,2.21%,27.80%,€ 1.32,AW_Oct24,4039,38,5,€ 189.00,0.94%,12.93%,€ 4.99
10/31/2024,IG_Nov24,1642,71,16,€ 48.00,4.31%,22.83%,€ 0.68,AW_Nov24,4442,75,8,€ 102.00,1.70%,10.30%,€ 1.36
11/1/2024,IG_Nov24,2591,28,10,€ 127.00,1.07%,34.49%,€ 4.59,AW_Nov24,3796,73,6,€ 115.00,1.93%,7.73%,€ 1.57
11/2/2024,IG_Nov24,1648,39,11,€ 83.00,2.39%,27.61%,€ 2.11,AW_Nov24,4531,52,4,€ 142.00,1.15%,6.91%,€ 2.72
11/3/2024,IG_Nov24,2429,53,13,€ 102.00,2.17%,23.80%,€ 1.94,AW_Nov24,5122,49,6,€ 97.00,0.96%,13.10%,€ 1.95
11/4/2024,IG_Nov24,1739,35,9,€ 95.00,2.01%,25.73%,€ 2.72,AW_Nov24,5622,47,3,€ 135.00,0.83%,7.14%,€ 2.88
11/5/2024,IG_Nov24,2857,46,11,€ 73.00,1.60%,24.39%,€ 1.59,AW_Nov24,4832,65,8,€ 166.00,1.34%,12.70%,€ 2.56
11/6/2024,IG_Nov24,2722,33,8,€ 69.00,1.20%,23.05%,€ 2.10,AW_Nov24,5555,79,9,€ 111.00,1.42%,11.32%,€ 1.40
11/7/2024,IG_Nov24,1606,40,11,€ 61.00,2.49%,27.50%,€ 1.53,AW_Nov24,5263,43,5,€ 111.00,0.82%,11.99%,€ 2.59
11/8/2024,IG_Nov24,1523,38,13,€ 83.00,2.48%,33.23%,€ 2.19,AW_Nov24,4655,58,4,€ 117.00,1.25%,6.71%,€ 2.00
11/9/2024,IG_Nov24,2297,57,12,€ 135.00,2.47%,21.76%,€ 2.38,AW_Nov24,4561,52,4,€ 73.00,1.14%,6.92%,€ 1.40
11/10/2024,IG_Nov24,2912,65,16,€ 43.00,2.22%,24.63%,€ 0.66,AW_Nov24,5432,44,4,€ 189.00,0.81%,9.57%,€ 4.32
11/11/2024,IG_Nov24,1655,61,14,€ 38.00,3.71%,23.26%,€ 0.61,AW_Nov24,4704,44,4,€ 174.00,0.93%,9.57%,€ 3.96
11/12/2024,IG_Nov24,2377,43,11,€ 112.00,1.81%,24.65%,€ 2.61,AW_Nov24,4493,61,5,€ 181.00,1.35%,8.29%,€ 2.99
11/13/2024,IG_Nov24,1272,48,12,€ 94.00,3.73%,24.21%,€ 1.99,AW_Nov24,5203,84,6,€ 95.00,1.61%,7.39%,€ 1.13
11/14/2024,IG_Nov24,2725,64,17,€ 88.00,2.33%,26.29%,€ 1.38,AW_Nov24,3816,53,7,€ 131.00,1.40%,12.49%,€ 2.46
11/15/2024,IG_Nov24,2339,37,12,€ 106.00,1.58%,33.55%,€ 2.88,AW_Nov24,4171,60,6,€ 172.00,1.44%,10.00%,€ 2.86
11/16/2024,IG_Nov24,1956,51,11,€ 80.00,2.59%,21.97%,€ 1.59,AW_Nov24,3837,79,8,€ 126.00,2.06%,10.06%,€ 1.59
